director,title,year,imdbid,imdbrating,imdbvotes,movieid,plot,poster,released,runtime,tmdb
Walter Hill,"Long Riders, The",1980,0081071,7.1,7080,5199,"The origins, exploits and the ultimate fate of the Jesse James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",http://ia.media-imdb.com/images/M/MV5BMjE4NDk4MDMxN15BMl5BanBnXkFtZTcwMTkzNzA2NA@@._V1_SX300.jpg,1980-05-16,100,14729
Walter Hill,Red Heat,1988,0095963,6,48287,4531,A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.,http://ia.media-imdb.com/images/M/MV5BMTIwMDg4OTY5MV5BMl5BanBnXkFtZTcwNTk0MTcyMQ@@._V1_SX300.jpg,1988-06-17,104,9604
Walter Hill,Southern Comfort,1981,0083111,7.2,11718,5859,A squad of National Guards on an isolated weekend exercise in the Louisiana swamp must fight for their lives when they anger local Cajuns by stealing their canoes. Without live ammunition ...,http://ia.media-imdb.com/images/M/MV5BMTMxMTUxOTc1MV5BMl5BanBnXkFtZTYwMjYxOTc4._V1_SX300.jpg,1981-09-25,106,12528
Walter Hill,Undisputed,2002,0281322,6.1,20630,5531,"When heavyweight champion George 'Iceman' Chambers lands in prison, the resident gangster arranges a boxing match with the reigning prison champ.",http://ia.media-imdb.com/images/M/MV5BMjE3NjgxMTU1NF5BMl5BanBnXkFtZTcwNjUxMDUxMQ@@._V1_SX300.jpg,2002-08-23,94,15070
Walter Hill,"Warriors, The",1979,0080120,7.7,69347,7802,"In 1979 a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down to kill them.",http://ia.media-imdb.com/images/M/MV5BMTg1NTA5MDEzMl5BMl5BanBnXkFtZTYwNDQyMzk4._V1_SX300.jpg,1979-02-09,92,11474
Angus MacLane,BURN-E,2008,1334585,7.8,6969,85736,"If BURN-E (a welding robot) had known how much trouble he'd be caused by WALL-E's pursuit of EVE, then he'd have taken the day off.",http://ia.media-imdb.com/images/M/MV5BODU3MTU2ODA1OV5BMl5BanBnXkFtZTgwODQwMzA2MDE@._V1_SX300.jpg,2008-11-18,8,13413
Angus MacLane,Toy Story of Terror,2013,2446040,7.6,8338,106022,Woody and the gang are held up at a roadside motel and members of the group start to disappear from everywhere. Woody and set about getting to the bottom of the mystery.,http://ia.media-imdb.com/images/M/MV5BMTY5NTA4NDAxNV5BMl5BanBnXkFtZTgwMzk1MTA1MjE@._V1_SX300.jpg,2013-10-16,22,213121
Bill Filipiak,Family Band: The Cowsills Story (,2011,2042520,7.7,223,104595,"The Cowsills are the real life inspiration behind The Partridge Family but The Cowsills' story is not a sitcom. Their story is raw and honest, tragic and beautiful. The Cowsills personify ...",http://ia.media-imdb.com/images/M/MV5BMjExODIwMjE3M15BMl5BanBnXkFtZTcwODQ3NzgzNw@@._V1_SX300.jpg,2011-08-10,90,198342
Jim Wynorski,"Return of Swamp Thing, The",1989,0098193,4.4,2622,4652,"The Swamp Thing returns to battle the evil Dr. Arcane, who has a new science lab full of creatures transformed by genetic mutation, and chooses Heather Locklear as his new object of ...",http://ia.media-imdb.com/images/M/MV5BMTAwMTQ5NTY4NDReQTJeQWpwZ15BbWU3MDczNTc4MTE@._V1_SX300.jpg,1989-05-12,88,19142
Jim Wynorski,Sorority House Massacre II,1990,0100663,4.5,1461,3942,Five college women buy the old Hokstedter place for their new sorority house. They got it cheap because of the bloody incidents from five years before. They decide to stay in it for the ...,http://ia.media-imdb.com/images/M/MV5BMTQxNTIyMTQxMl5BMl5BanBnXkFtZTgwMjMxNjkwMzE@._V1_SX300.jpg,1992-08-27,77,40446
Lionel Jeffries,"Railway Children, The",1970,0066279,7.4,2770,6427,"After the enforced absence of their father, three children move with their mother to Yorkshire, where during their adventures they attempt to discover the reason for his disappearance.",http://ia.media-imdb.com/images/M/MV5BMTIwMTg0Mjg1NF5BMl5BanBnXkFtZTcwMTc1MTkxMQ@@._V1_SX300.jpg,1970-12-26,109,37662
Jack Smight,Airport 1975,1974,0071110,5.5,6797,2521,"A 747 in flight collides with a small plane, and is rendered pilotless. Somehow the control tower must get a pilot aboard so the jet can land.",http://ia.media-imdb.com/images/M/MV5BMTU2Mzc0MDI1NV5BMl5BanBnXkFtZTYwMjM2Mjc5._V1_SX300.jpg,1974-10-18,107,27932
Jack Smight,Harper,1966,0060490,7,5744,8056,"Lew Harper, a cool private investigator, is hired by a wealthy California matron to locate her kidnapped husband.",http://ia.media-imdb.com/images/M/MV5BMjE2Njk0NTY2MF5BMl5BanBnXkFtZTcwOTUyMjA0Mg@@._V1_SX300.jpg,1966-02-23,121,26268
Tatia Rosenthal,$9.99,2008,0790799,6.8,2603,74486,A stop-motion animated story about people living in a Sydney apartment complex looking for meaning in their lives.,http://ia.media-imdb.com/images/M/MV5BMTMwNzM1MzE0Nl5BMl5BanBnXkFtZTcwOTA1NTQwMg@@._V1_SX300.jpg,2009-09-17,78,19311
Andy Wilson,Playing God,1997,0119906,5.6,6262,1647,"Stripped of his medical license after performing an operation while high on amphetamines, famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with ...",http://ia.media-imdb.com/images/M/MV5BMTQ0NDA0NjgyM15BMl5BanBnXkFtZTcwOTM5MzcxMQ@@._V1_SX300.jpg,1997-10-17,94,12628
Frank Darabont,"Green Mile, The",1999,0120689,8.5,747946,3147,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",http://ia.media-imdb.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_SX300.jpg,1999-12-10,189,497
Frank Darabont,"Majestic, The",2001,0268995,6.9,44162,4994,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",http://ia.media-imdb.com/images/M/MV5BOTI2NjkzMTkxM15BMl5BanBnXkFtZTYwMzM2MjA5._V1_SX300.jpg,2001-12-21,152,11086
Frank Darabont,"Mist, The",2007,0884328,7.2,213265,56145,"A freak storm unleashes a species of blood-thirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",http://ia.media-imdb.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg,2007-11-21,126,5876
Frank Darabont,"Shawshank Redemption, The",1994,0111161,9.3,1626900,318,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",http://ia.media-imdb.com/images/M/MV5BODU4MjU4NjIwNl5BMl5BanBnXkFtZTgwMDU2MjEyMDE@._V1_SX300.jpg,1994-10-14,142,278
Olivier Nakache,Intouchables,2011,1675434,8.6,471522,92259,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",http://ia.media-imdb.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_SX300.jpg,2011-11-02,112,77338
Olivier Nakache,Samba,2014,3399024,6.7,9034,131830,"Samba migrated to France ten years ago from Senegal, and has since been plugging away at various lowly jobs. Alice is a senior executive who has recently undergone a burn-out. Both struggle...",http://ia.media-imdb.com/images/M/MV5BMTUyNzIxOTgzMV5BMl5BanBnXkFtZTgwNTk5NTIwNjE@._V1_SX300.jpg,2014-10-15,118,269148
Gregory Jacobs,Magic Mike XXL,2015,2268016,5.7,32818,137595,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",http://ia.media-imdb.com/images/M/MV5BNDMyODU3ODk3Ml5BMl5BanBnXkFtZTgwNDc1ODkwNjE@._V1_SX300.jpg,2015-07-01,115,264999
James Goldstone,Rollercoaster,1977,0076636,6.2,4090,2523,A blackmailer threatens to sabotage roller-coasters at various American amusement parks if he isn't paid a huge ransom.,http://ia.media-imdb.com/images/M/MV5BMTcyMzM1NjYzOF5BMl5BanBnXkFtZTcwODY1MTcxMQ@@._V1_SX300.jpg,1977-06-17,119,10670
Kirsten Sheridan,August Rush,2007,0426931,7.5,85485,55872,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",http://ia.media-imdb.com/images/M/MV5BNDIwNjE3NjU2NV5BMl5BanBnXkFtZTcwNTQ2NjQzMw@@._V1_SX300.jpg,2007-11-21,114,5123
Sebastián Cordero,Chronicles (Crónicas),2004,0382621,7,2888,32170,A suspense thriller about a reporter from Miami who travels to Ecuador in pursuit of a serial killer known as the Monster of Babahoyo.,http://ia.media-imdb.com/images/M/MV5BMTY5MjcwNzUzM15BMl5BanBnXkFtZTcwNjc0NDIzMQ@@._V1_SX300.jpg,2006-04-21,108,20511
Michael Patrick Jann,Drop Dead Gorgeous,1999,0157503,6.5,26834,2718,A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.,http://ia.media-imdb.com/images/M/MV5BMTgzNzk3OTg2M15BMl5BanBnXkFtZTYwMTIyODc5._V1_SX300.jpg,1999-07-23,97,10490
Satyajit Ray,Song of the Little Road (Pather Panchali),1955,0048473,8.4,12986,668,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.","http://ia.media-imdb.com/images/M/MV5BMTQyMzcyMjAwOV5BMl5BanBnXkFtZTcwMDAyMjQyMQ@@._V1._CR14,16,299,441_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg",1958-09-22,125,5801
Satyajit Ray,"Unvanquished, The (Aparajito)",1956,0048956,8.1,6461,6918,"Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone.",http://ia.media-imdb.com/images/M/MV5BMTgwNzcwNDk3MF5BMl5BanBnXkFtZTcwNzMwMzQyMQ@@._V1_SX300.jpg,1956-10-11,110,897
Satyajit Ray,"World of Apu, The (Apur Sansar)",1959,0052572,8.1,6637,670,"This final installment in Satyajit Ray's Apu Trilogy, follows Apu's life as an orphaned adult aspiring to be a writer as he lives through poverty, and the unforeseen turn of events.",http://ia.media-imdb.com/images/M/MV5BMTUyNzgwMzMwOV5BMl5BanBnXkFtZTcwOTQwMzQyMQ@@._V1_SX300.jpg,1960-10-04,105,896
Tim Story,Barbershop,2002,0303714,6.3,20764,5572,A day in the life of a South Side Chicago barbershop.,http://ia.media-imdb.com/images/M/MV5BMTgxNTE0OTEzM15BMl5BanBnXkFtZTYwMjgwNzk2._V1_SX300.jpg,2002-09-13,102,10611
Tim Story,Fantastic Four,2005,0120667,5.7,260464,34150,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",http://ia.media-imdb.com/images/M/MV5BMTM1NTIwNjM4M15BMl5BanBnXkFtZTcwNDc2NjgyMQ@@._V1_SX300.jpg,2005-07-08,106,9738
Tim Story,Fantastic Four: Rise of the Silver Surfer,2007,0486576,5.6,206265,53464,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,http://ia.media-imdb.com/images/M/MV5BMTgxMDc2NzA4MV5BMl5BanBnXkFtZTcwOTI1NTY0MQ@@._V1_SX300.jpg,2007-06-15,92,1979
Tim Story,Ride Along,2014,1408253,6.2,67807,108156,"Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta.",http://ia.media-imdb.com/images/M/MV5BNjU4NzYzOTY1MF5BMl5BanBnXkFtZTgwMTAyNTc1MDE@._V1_SX300.jpg,2014-01-17,99,168530
Tim Story,Think Like a Man,2012,1621045,6.6,33551,94323,Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.,http://ia.media-imdb.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_SX300.jpg,2012-04-20,122,67660
Tim Story,Think Like a Man Too,2014,2239832,5.7,14468,112303,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",http://ia.media-imdb.com/images/M/MV5BMjE2NjMxNjU1OF5BMl5BanBnXkFtZTgwMTI1OTgxMTE@._V1_SX300.jpg,2014-06-20,106,184098
David Hugh Jones,84 Charing Cross Road,1987,0090570,7.5,5670,5404,True story of a transatlantic business correspondence about used books that developed into a close friendship.,http://ia.media-imdb.com/images/M/MV5BMTg1ODkzODczMV5BMl5BanBnXkFtZTcwMzM5NjcxMQ@@._V1_SX300.jpg,1987-02-13,100,15677
Henry Levin,April Love,1957,0050135,6.2,424,89408,A young man visiting his relatives' farm in Kentucky falls in love with their neighbor.,http://ia.media-imdb.com/images/M/MV5BMjExNTczMDM3OF5BMl5BanBnXkFtZTcwMTEyNDYyMQ@@._V1_SX300.jpg,1958-02-18,97,106833
Henry Levin,Journey to the Center of the Earth,1959,0052948,7.1,11179,6239,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,http://ia.media-imdb.com/images/M/MV5BMTk4NDk0NTM5Ml5BMl5BanBnXkFtZTYwMDA3NDk5._V1_SX300.jpg,1960-01-14,132,11571
Henry Levin,Where the Boys Are,1960,0054469,6.7,1698,7207,"Four very different college girls drive to Fort Lauderdale, Florida for spring break and seek out various adventures and romance for themselves.",http://ia.media-imdb.com/images/M/MV5BODMzNTMzNjg3N15BMl5BanBnXkFtZTcwOTE2NDQyMQ@@._V1_SX300.jpg,1960-12-28,99,43049
Henry Levin,"Wonderful World of the Brothers Grimm, The",1962,0056700,6.5,1086,26093,"The story of Wilhelm and Jacob Grimm, and three of their stories...",http://ia.media-imdb.com/images/M/MV5BMTY5MTA0NDc0MV5BMl5BanBnXkFtZTcwMDAwNDMzMQ@@._V1_SX300.jpg,1963-08-21,135,28367
James Mangold,3:10 to Yuma,2007,0381849,7.8,232301,54997,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,http://ia.media-imdb.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX300.jpg,2007-09-07,122,5176
James Mangold,Cop Land,1997,0118887,6.9,68020,1589,The sheriff of a suburban New Jersey community populated by New York City policemen slowly discovers the town is a front for mob connections and corruption.,http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzE0MV5BMl5BanBnXkFtZTcwNjE2MzU5Ng@@._V1_SX300.jpg,1997-08-15,104,2142
James Mangold,"Girl, Interrupted",1999,0172493,7.3,121275,3186,Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the 1960s.,http://ia.media-imdb.com/images/M/MV5BMTk2MjIwNzkwMl5BMl5BanBnXkFtZTYwOTYwMzg2._V1_SX300.jpg,2000-01-14,127,3558
James Mangold,Heavy,1995,0113280,7,3461,764,"The life of an overweight, unhappy cook is changed after a kind, beautiful college drop-out comes to work as a waitress at he and his mother's road-side restaurant.",http://ia.media-imdb.com/images/M/MV5BMTIwMDgwNDQ5MV5BMl5BanBnXkFtZTcwNzQzMTkxMQ@@._V1_SX300.jpg,1996-06-05,105,22621
James Mangold,Identity,2003,0309698,7.3,172379,6323,"Stranded at a desolate Nevada motel during a nasty rain-storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one.",http://ia.media-imdb.com/images/M/MV5BMjE2NzgyNDYzNl5BMl5BanBnXkFtZTYwODM2Nzc2._V1_SX300.jpg,2003-04-25,90,2832
James Mangold,Kate & Leopold,2001,0035423,6.4,62726,4992,"Kate and her actor brother live in N.Y. in the 21st Century. Her ex-boyfriend, Stuart, lives above her apartment. Stuart finds a space near the Brooklyn Bridge where there is a gap in time....",http://ia.media-imdb.com/images/M/MV5BODU1MzU0OTUwOF5BMl5BanBnXkFtZTYwNjA5NTA5._V1_SX300.jpg,2001-12-25,118,11232
James Mangold,Knight and Day,2010,1013743,6.3,144337,79185,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,http://ia.media-imdb.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX300.jpg,2010-06-23,109,37834
James Mangold,Walk the Line,2005,0358273,7.9,184871,40819,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",http://ia.media-imdb.com/images/M/MV5BMjIyOTU3MjUxOF5BMl5BanBnXkFtZTcwMTQ0NjYzMw@@._V1_SX300.jpg,2005-11-18,136,69
James Mangold,"Wolverine, The",2013,1430132,6.7,310335,103772,"When Wolverine is summoned to Japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons.",http://ia.media-imdb.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,2013-07-26,126,76170
Wendy Apple,"Cutting Edge: The Magic of Movie Editing, The",2004,0428441,7.8,1851,42677,Documentary about the art of film editing. Clips are shown from many groundbreaking films with innovative editing styles.,http://ia.media-imdb.com/images/M/MV5BMTc1MjQ1NTU2Ml5BMl5BanBnXkFtZTcwNDA3OTkyMQ@@._V1_SX300.jpg,2004-10-12,98,44345
Anders Østergaard,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land),2008,1333634,8,2078,71640,"Using smuggled footage, this documentary tells the story of the 2007 protests in Burma by thousands of monks.",http://ia.media-imdb.com/images/M/MV5BMjA4OTQ4MTE0OF5BMl5BanBnXkFtZTcwMjM5NjAyMw@@._V1_SX300.jpg,2009-01-09,84,26763
Geoffrey Wright,Romper Stomper,1992,0105275,6.8,31300,522,A group of skinheads become alarmed at the way their neighbourhood is changing.,http://ia.media-imdb.com/images/M/MV5BMTIxNjgxNDA4MV5BMl5BanBnXkFtZTcwNTY4NDEzMQ@@._V1_SX300.jpg,1992-11-12,94,10412
Clare Kilner,"Wedding Date, The",2005,0372532,6.1,36763,31433,"Single-girl anxiety causes Kat Ellis (Messing) to hire a male escort (Mulroney) to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing.",http://ia.media-imdb.com/images/M/MV5BMTI2NzQ0MDYyOF5BMl5BanBnXkFtZTcwMzA4NzcyMQ@@._V1_SX300.jpg,2005-02-04,90,6961
Gene Saks,Barefoot in the Park,1967,0061385,7,10754,2870,"Paul, a conservative young lawyer, marries the vivacious Corie. Their highly passionate relationship descends into comical discord in a five-flight New York City walk-up apartment.",http://ia.media-imdb.com/images/M/MV5BMTMwNjc2MTY0M15BMl5BanBnXkFtZTcwNDgzMDQyMQ@@._V1_SX300.jpg,1967-05-25,106,17887
Gene Saks,Brighton Beach Memoirs,1986,0090774,6.9,2538,2736,"Eugene, a young teenage Jewish boy, recalls his memoirs of his time as an adolescent youth. He lives with his parents, his aunt, two cousins, and his brother, Stanley, whom he looks up to ...",http://ia.media-imdb.com/images/M/MV5BMjEzNzk1ODQ0OV5BMl5BanBnXkFtZTcwNjk4NzEyMQ@@._V1_SX300.jpg,1986-12-25,108,32060
Gene Saks,Cactus Flower,1969,0064117,7.2,6222,5354,"A dentist pretends to be married to avoid commitment, but when he falls for his girlfriend and proposes, he must recruit his lovelorn nurse to pose as his wife.",http://ia.media-imdb.com/images/M/MV5BMTc0MjkzMDI4Ml5BMl5BanBnXkFtZTcwNzcwMTQyMQ@@._V1_SX300.jpg,1969-12-16,103,28289
